cancer_code,cohort,n_samples,cta,q1,median,q3
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,PAGE2,0.0,0.0,0.071934
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,PAGE2B,0.0,0.099549,0.219349
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,PAGE5,0.0,0.0,0.153155
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,PHF7,3.005787,3.933819,4.930577
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,PIWIL1,0.02411,0.151332,0.60389
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,PRAME,0.03073,0.101578,0.908881
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,RNF148,0.057987,0.104472,0.173998
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,SMC1B,0.015332,0.036562,0.07231
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,SPATA32,0.068833,0.111972,0.180411
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,SPATA4,0.037602,0.114895,0.225613
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,SSX1,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,STKLD1,0.524777,0.775775,1.127853
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,SYCE2,0.405198,0.621193,0.93037
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,SYCP3,0.080509,0.202928,0.51384
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,TEX14,0.200645,0.305385,0.445475
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,TMEM210,0.0,0.0,0.0
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,TSPYL6,0.0,0.0,0.012262
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,TULP2,0.0231,0.049362,0.134701
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,WDR64,0.011821,0.039116,0.090611
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,XAGE1A,0.0,0.0,0.127185
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,XAGE1B,0.0,0.0763,0.21959
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,YBX2,0.188713,0.369368,0.931491
PAAD,Pancreatic Adenocarcinoma [PAAD] (n=179),179,ZC3H11B,0.024917,0.06403,0.099024
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,ADAM29,0.013108,0.067105,0.206386
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,AKNAD1,0.503269,0.865669,1.385122
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,ANKRD7,0.907005,1.559394,2.500828
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,C12orf42,0.062302,0.126961,0.236093
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,C1orf94,0.0,0.013682,0.054011
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,CAGE1,0.0,0.020439,0.062474
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,CGB8,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,COX7B2,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,CTCFL,0.0,0.0,0.023494
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,DPEP3,0.017201,0.069144,0.122183
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,EGFL6,0.0,0.037991,0.152709
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,FATE1,0.353286,0.710783,1.537138
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,HORMAD1,0.0,0.0,0.066028
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,LIN28B,0.0,0.359814,0.882875
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,LRRC36,0.479493,0.868435,1.442664
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEA1,0.0,0.0,0.073758
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEA12,0.0,0.0,0.016721
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEA2,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEA3,0.0,0.0,0.026429
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEA4,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEA6,0.0,0.0,0.039967
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEA9B,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEC1,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,MAGEC2,0.0,0.0,0.038428
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,PAGE2,0.0,0.0,0.081848
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,PAGE2B,0.0,0.114049,0.236473
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,PAGE5,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,PHF7,3.863917,5.925701,8.028632
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,PIWIL1,0.013571,0.047419,0.095005
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,PRAME,0.0,0.0,0.036808
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,RNF148,0.055499,0.105372,0.18238
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,SMC1B,0.01308,0.023746,0.044169
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,SPATA32,0.0,0.031557,0.058866
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,SPATA4,0.134418,0.231966,0.436969
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,SSX1,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,STKLD1,1.032938,1.605239,2.211654
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,SYCE2,0.585158,0.971311,1.658046
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,SYCP3,0.062052,0.191382,0.756771
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,TEX14,0.126922,0.220724,0.371396
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,TMEM210,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,TSPYL6,0.0,0.014698,0.038029
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,TULP2,0.0,0.025832,0.066856
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,WDR64,0.0,0.072989,0.394785
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,XAGE1A,0.0,0.0,0.0
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,XAGE1B,0.0,0.0,0.064925
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,YBX2,0.08424,0.186665,0.394927
PCPG,Pheochromocytoma and Paraganglioma [PCPG] (n=182),182,ZC3H11B,0.021084,0.052233,0.093378
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,ADAM29,0.0,0.0,0.013045
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,AKNAD1,0.074061,0.160817,0.297676
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,ANKRD7,0.0,0.094846,0.191833
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,C12orf42,0.0,0.049568,0.115041
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,C1orf94,0.0,0.0,0.023039
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,CAGE1,0.011544,0.023554,0.046081
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,CGB8,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,COX7B2,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,CTCFL,0.0,0.0,0.012976
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,DPEP3,0.014229,0.047701,0.091296
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,EGFL6,0.069349,0.155708,0.331189
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,FATE1,0.024248,0.070532,0.125141
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,HORMAD1,0.0,0.011506,0.061684
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,LIN28B,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,LRRC36,0.13217,0.239949,0.422104
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEA1,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEA12,0.0,0.0,0.02421
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEA2,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEA3,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEA4,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEA6,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEA9B,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEC1,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,MAGEC2,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,PAGE2,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,PAGE2B,0.0,0.0,0.146732
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,PAGE5,0.0,0.0,0.082004
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,PHF7,5.197793,6.511094,7.987116
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,PIWIL1,0.0,0.012356,0.04213
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,PRAME,0.026187,0.108431,0.514349
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,RNF148,0.11867,0.202547,0.300581
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,SMC1B,0.033988,0.057653,0.095549
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,SPATA32,0.104156,0.191057,0.309928
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,SPATA4,0.257277,0.402876,0.643681
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,SSX1,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,STKLD1,1.85321,2.439998,3.029038
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,SYCE2,0.47569,0.786708,1.230361
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,SYCP3,0.08609,0.237344,0.696073
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,TEX14,0.321791,0.491191,0.734799
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,TMEM210,1.181805,1.781807,2.713614
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,TSPYL6,0.0,0.0,0.012504
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,TULP2,0.024352,0.07197,0.138036
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,WDR64,0.0,0.012601,0.04875
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,XAGE1A,0.0,0.0,0.0
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,XAGE1B,0.0,0.0,0.024598
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,YBX2,0.348875,0.616957,1.090951
PRAD,Prostate Adenocarcinoma [PRAD] (n=496),496,ZC3H11B,0.025538,0.059489,0.102955
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,ADAM29,0.0,0.0,0.012996
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,AKNAD1,0.097852,0.231772,0.487028
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,ANKRD7,0.421952,1.117205,2.174303
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,C12orf42,0.023746,0.065362,0.147811
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,C1orf94,0.0,0.0,0.0
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,CAGE1,0.0,0.012777,0.04544
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,CGB8,0.0,0.0,0.0
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,COX7B2,0.0,0.0,0.0
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,CTCFL,0.0,0.027412,0.201893
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,DPEP3,0.013012,0.061895,0.196348
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,EGFL6,0.261646,0.633664,1.282795
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,FATE1,0.12857,0.279375,0.528766
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,HORMAD1,0.043967,0.164392,3.057492
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,LIN28B,0.0,0.0,0.074582
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,LRRC36,0.266114,0.524295,1.034412
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEA1,0.0,0.175754,6.336046
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEA12,0.081304,14.979605,45.137852
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEA2,0.049505,7.71517,29.326911
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEA3,0.277063,28.080067,80.931285
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEA4,0.0,0.032805,0.814048
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEA6,0.22357,18.449236,70.091311
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEA9B,0.0,0.01434,0.155926
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEC1,0.022252,0.279178,10.14272
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,MAGEC2,0.038125,1.334191,43.290881
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,PAGE2,0.0,0.0,0.281096
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,PAGE2B,0.0,0.034162,0.276936
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,PAGE5,0.0,0.23022,20.143559
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,PHF7,4.030624,6.065434,8.587769
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,PIWIL1,0.0,0.0,0.022517
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,PRAME,183.493777,350.070745,518.297345
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,RNF148,0.024902,0.088186,0.198538
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,SMC1B,0.041117,0.191028,0.654245
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,SPATA32,0.0,0.035029,0.068086
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,SPATA4,0.0,0.043813,0.136415
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,SSX1,0.027457,0.595227,4.718928
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,STKLD1,1.494626,2.460779,4.087836
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,SYCE2,0.648157,0.968624,1.674728
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,SYCP3,0.071206,0.182012,0.44817
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,TEX14,0.187237,0.408449,0.829241
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,TMEM210,0.0,0.0,0.0
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,TSPYL6,0.0,0.0,0.011794
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,TULP2,0.0,0.037019,0.078725
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,WDR64,0.012073,0.055906,0.151551
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,XAGE1A,0.026128,0.473752,105.071458
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,XAGE1B,0.047856,0.383514,48.029484
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,YBX2,0.208114,0.556772,1.543276
SKCM,Skin Cutaneous Melanoma [SKCM] (n=469),469,ZC3H11B,0.047857,0.111962,0.259874
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,ADAM29,0.0,0.012685,0.033808
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,AKNAD1,0.063308,0.200651,0.487702
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,ANKRD7,0.0,0.059346,0.16316
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,C12orf42,0.062147,0.190177,0.436223
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,C1orf94,0.0,0.012172,0.030319
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,CAGE1,0.0,0.02685,0.059241
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,CGB8,0.0,0.0,0.216293
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,COX7B2,0.0,0.0,0.046632
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,CTCFL,0.0,0.025493,0.125232
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,DPEP3,0.024159,0.079978,0.182867
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,EGFL6,1.004238,2.273957,4.568704
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,FATE1,0.079826,0.183443,0.319528
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,HORMAD1,0.0711,0.198966,0.898406
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,LIN28B,0.0,0.0,0.026541
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,LRRC36,0.295777,0.586485,1.271504
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEA1,0.0,0.0,0.177678
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEA12,0.0,0.031826,4.973885
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEA2,0.0,0.050144,5.516594
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEA3,0.0,0.124728,26.130652
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEA4,0.0,0.012785,0.380116
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEA6,0.0,0.069682,16.219635
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEA9B,0.0,0.025292,0.288862
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEC1,0.0,0.0,0.030631
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,MAGEC2,0.0,0.0,0.040624
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,PAGE2,0.0,0.0,0.0
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,PAGE2B,0.0,0.0,0.127953
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,PAGE5,0.0,0.0314,0.151632
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,PHF7,2.6681,3.898385,5.783492
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,PIWIL1,0.0662,0.333087,2.050755
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,PRAME,0.098295,1.008784,8.295504
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,RNF148,0.089748,0.185901,0.318925
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,SMC1B,0.030552,0.078215,0.270615
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,SPATA32,0.085528,0.172286,0.286568
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,SPATA4,0.0,0.026526,0.11013
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,SSX1,0.0,0.0,0.033686
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,STKLD1,0.378956,0.632225,1.052788
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,SYCE2,0.510782,0.8517,1.458984
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,SYCP3,0.751262,1.665839,3.027844
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,TEX14,0.10113,0.195055,0.341768
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,TMEM210,0.0,0.0,0.038198
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,TSPYL6,0.013971,0.039355,0.070222
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,TULP2,0.028712,0.088865,0.225205
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,WDR64,0.0,0.037093,0.101587
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,XAGE1A,0.0,0.0,0.074035
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,XAGE1B,0.0,0.0,0.14705
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,YBX2,2.724176,9.361332,18.594831
STAD,Stomach Adenocarcinoma [STAD] (n=414),414,ZC3H11B,0.071245,0.130433,0.208191
THCA,Thyroid Carcinoma [THCA] (n=512),512,ADAM29,0.0,0.0,0.011642
THCA,Thyroid Carcinoma [THCA] (n=512),512,AKNAD1,0.0,0.01145,0.058166
THCA,Thyroid Carcinoma [THCA] (n=512),512,ANKRD7,0.376086,0.624977,0.927188
THCA,Thyroid Carcinoma [THCA] (n=512),512,C12orf42,0.0,0.012308,0.054202
THCA,Thyroid Carcinoma [THCA] (n=512),512,C1orf94,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,CAGE1,0.0,0.012217,0.026106
THCA,Thyroid Carcinoma [THCA] (n=512),512,CGB8,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,COX7B2,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,CTCFL,0.0,0.01252,0.034859
THCA,Thyroid Carcinoma [THCA] (n=512),512,DPEP3,0.0,0.019525,0.049062
THCA,Thyroid Carcinoma [THCA] (n=512),512,EGFL6,0.138695,0.392165,0.767953
THCA,Thyroid Carcinoma [THCA] (n=512),512,FATE1,0.24152,0.439318,0.830225
THCA,Thyroid Carcinoma [THCA] (n=512),512,HORMAD1,0.046436,0.096943,0.197132
THCA,Thyroid Carcinoma [THCA] (n=512),512,LIN28B,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,LRRC36,0.131695,0.239193,0.388862
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEA1,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEA12,0.0,0.0,0.011611
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEA2,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEA3,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEA4,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEA6,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEA9B,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEC1,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,MAGEC2,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,PAGE2,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,PAGE2B,0.0,0.0,0.068613
THCA,Thyroid Carcinoma [THCA] (n=512),512,PAGE5,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,PHF7,3.723896,4.795927,5.984475
THCA,Thyroid Carcinoma [THCA] (n=512),512,PIWIL1,0.749936,3.151979,9.701901
THCA,Thyroid Carcinoma [THCA] (n=512),512,PRAME,0.0,0.011866,0.046535
THCA,Thyroid Carcinoma [THCA] (n=512),512,RNF148,0.035164,0.061339,0.105227
THCA,Thyroid Carcinoma [THCA] (n=512),512,SMC1B,0.028224,0.051553,0.095324
THCA,Thyroid Carcinoma [THCA] (n=512),512,SPATA32,0.096786,0.162261,0.249409
THCA,Thyroid Carcinoma [THCA] (n=512),512,SPATA4,0.374981,0.649857,1.172031
THCA,Thyroid Carcinoma [THCA] (n=512),512,SSX1,1.209254,2.839737,6.905356
THCA,Thyroid Carcinoma [THCA] (n=512),512,STKLD1,1.212372,1.699999,2.433871
THCA,Thyroid Carcinoma [THCA] (n=512),512,SYCE2,0.343731,0.514765,0.75612
THCA,Thyroid Carcinoma [THCA] (n=512),512,SYCP3,0.127723,0.239456,0.652892
THCA,Thyroid Carcinoma [THCA] (n=512),512,TEX14,0.064022,0.14296,0.250356
THCA,Thyroid Carcinoma [THCA] (n=512),512,TMEM210,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,TSPYL6,0.0,0.0,0.012793
THCA,Thyroid Carcinoma [THCA] (n=512),512,TULP2,0.0,0.024584,0.056199
THCA,Thyroid Carcinoma [THCA] (n=512),512,WDR64,0.0,0.013464,0.054333
THCA,Thyroid Carcinoma [THCA] (n=512),512,XAGE1A,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,XAGE1B,0.0,0.0,0.0
THCA,Thyroid Carcinoma [THCA] (n=512),512,YBX2,0.708091,1.428804,2.810751
THCA,Thyroid Carcinoma [THCA] (n=512),512,ZC3H11B,0.025425,0.057899,0.094375
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,ADAM29,0.0,0.0,0.0
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,AKNAD1,0.1243,0.240608,0.557841
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,ANKRD7,0.167462,0.431879,0.892635
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,C12orf42,0.434289,0.84243,1.633232
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,C1orf94,0.0,0.0,0.0
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,CAGE1,1.001335,1.464662,2.069637
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,CGB8,0.0,0.0,0.0
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,COX7B2,0.0,0.0,0.0
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,CTCFL,0.0,0.019858,0.04359
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,DPEP3,0.190006,0.392089,0.720999
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,EGFL6,0.0,0.0,0.047534
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,FATE1,0.0,0.0,0.0
T_ALL,T-cell Acute Lymphoblastic Leukemia [T_ALL] (n=264),264,H1-6,4.064271,7.907818,14.00288
